Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming,Translated
@dharsonofarras5390,"Posisi Menang PasLon Capres dan Cawapres versi Quick Count  :<br>PasLon  01  :  Menang (isi nasib)<br>PasLon  02  :  Menang (merasa senang)<br>PasLon  03  :  Menang (gung malu)<br>mulai dari pemilu 2004 sampai dengan pemilu 2024 bagi PasLon yang kalah pasti selalu judul sinetron nya sama yaitu pemilu curang TSM ... lagu lama kaset kusut ,,, basi<br>hargai kerja keras petugas KPPS seluruh indonesia yang telah mengawal suara rakyat hasil demokrasi",posisi menang paslon capres dan cawapres versi quick count paslon menang isi nasibpaslon menang merasa senangpaslon menang gung malumulai dari pemilu sampai dengan pemilu bagi paslon yang kalah pasti selalu judul sinetron ya sama yaitu pemilu curang tsm lagu lama kaset kusut basihargai kerja keras petugas kpps seluruh indonesia yang telah mengawal suara rakyat hasil demokrasi,"['posisi', 'menang', 'paslon', 'capres', 'dan', 'cawapres', 'versi', 'quick', 'count', 'paslon', 'menang', 'isi', 'nasibpaslon', 'menang', 'merasa', 'senangpaslon', 'menang', 'gung', 'malumulai', 'dari', 'pemilu', 'sampai', 'dengan', 'pemilu', 'bagi', 'paslon', 'yang', 'kalah', 'pasti', 'selalu', 'judul', 'sinetron', 'ya', 'sama', 'yaitu', 'pemilu', 'curang', 'tsm', 'lagu', 'lama', 'kaset', 'kusut', 'basihargai', 'kerja', 'keras', 'petugas', 'kpps', 'seluruh', 'indonesia', 'yang', 'telah', 'mengawal', 'suara', 'rakyat', 'hasil', 'demokrasi']","['posisi', 'menang', 'paslon', 'capres', 'cawapres', 'versi', 'quick', 'count', 'paslon', 'menang', 'isi', 'nasibpaslon', 'menang', 'senangpaslon', 'menang', 'gung', 'malumulai', 'pemilu', 'pemilu', 'paslon', 'kalah', 'judul', 'sinetron', 'pemilu', 'curang', 'tsm', 'lagu', 'kaset', 'kusut', 'basihargai', 'kerja', 'keras', 'petugas', 'kpps', 'indonesia', 'mengawal', 'suara', 'rakyat', 'hasil', 'demokrasi']",posisi menang paslon capres cawapres versi quick count paslon menang isi nasibpaslon menang senangpaslon menang gung malumulai milu milu paslon kalah judul sinetron milu curang tsm lagu kaset kusut basihargai kerja keras tugas kpps indonesia awal suara rakyat hasil demokrasi,Position winning candidate candidate candidate vice presidential candidate version of Quick Count Paslon winning the contents of the fate of Paslon Winning happy Paslon Winning Gung Malum Milu Paslon Losing the title of the soap opera Milu Cheating Tsm Taet Cassette BaDaDa Disappointed Working Task KPPS Indonesia Early Voice of Democracy Results Democracy
@DedekDedek-nu3wv,"Kubu 01 dan 03 pasti bilang pemilu ini curang,kalau pengin bukti kubu 01 dan 03 turun kesetiap daerah biar kubu 01 dan 03 dipermalukan rakyat",kubu dan pasti bilang pemilu ini curangkalau pengin bukti kubu dan turun kesetiap daerah biar kubu dan dipermalukan rakyat,"['kubu', 'dan', 'pasti', 'bilang', 'pemilu', 'ini', 'curangkalau', 'pengin', 'bukti', 'kubu', 'dan', 'turun', 'kesetiap', 'daerah', 'biar', 'kubu', 'dan', 'dipermalukan', 'rakyat']","['kubu', 'bilang', 'pemilu', 'curangkalau', 'pengin', 'bukti', 'kubu', 'turun', 'kesetiap', 'daerah', 'biar', 'kubu', 'dipermalukan', 'rakyat']",kubu bilang milu curangkalau pengin bukti kubu turun tiap daerah biar kubu malu rakyat,The camp says that I want to proof of the camp to go down each region so that the camp is ashamed of the people
@DedekDedek-nu3wv,"Paslon01 dan 03 jangan sekali2 mengancam 02 ,karna rakyat yg memilih",paslon01 dan jangan mengancam karena rakyat yang memilih,"['paslon01', 'dan', 'jangan', 'mengancam', 'karena', 'rakyat', 'yang', 'memilih']","['paslon01', 'mengancam', 'rakyat', 'memilih']",paslon01 ancam rakyat pilih,paslon01 threaten the people to choose
@ruspindi,Mengikuti,mengikuti,['mengikuti'],['mengikuti'],ikut,follow
@ghilangrisky4045,Qufjfiw original 😅rifi iris halus di Boru idjgi i❤,qufjfiw original rifi iris halus di boru idjgi i,"['qufjfiw', 'original', 'rifi', 'iris', 'halus', 'di', 'boru', 'idjgi', 'i']","['qufjfiw', 'original', 'rifi', 'iris', 'halus', 'boru', 'idjgi', 'i']",qufjfiw original rifi iris halus boru idjgi i,QUFJFIWOGINAL RIFI IRIS HALUS Boru Idjgi I
@savidanfathan8992,Inilah suara rakyat.yang bilang curang.suruh turun ke desa desa dan tanya langsung ke rakyat. Siapa yang rakyat pilih pilpres tahun ini..jangan otak kotor,inilah suara rakyat yang bilang curang suruh turun ke desa desa dan tanya langsung ke rakyat siapa yang rakyat pilih pilpres tahun ini jangan otak kotor,"['inilah', 'suara', 'rakyat', 'yang', 'bilang', 'curang', 'suruh', 'turun', 'ke', 'desa', 'desa', 'dan', 'tanya', 'langsung', 'ke', 'rakyat', 'siapa', 'yang', 'rakyat', 'pilih', 'pilpres', 'tahun', 'ini', 'jangan', 'otak', 'kotor']","['suara', 'rakyat', 'bilang', 'curang', 'suruh', 'turun', 'desa', 'desa', 'langsung', 'rakyat', 'rakyat', 'pilih', 'pilpres', 'otak', 'kotor']",suara rakyat bilang curang suruh turun desa desa langsung rakyat rakyat pilih pilpres otak kotor,"The voice of the people says cheating to go down to the village of the village directly, the people choose the dirty brain presidential election"
@IlyassamsulSamsul,"Yang kalah masti bingong? Maklum yg namanya orang kalah  bingong dan strees <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1363"">22:43</a> s <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1363"">22:43</a> s <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1161"">19:21</a> y😮g nac",yang kalah masti bingong maklum yang namanya orang kalah bingong dan strees si si yang nac,"['yang', 'kalah', 'masti', 'bingong', 'maklum', 'yang', 'namanya', 'orang', 'kalah', 'bingong', 'dan', 'strees', 'si', 'si', 'yang', 'nac']","['kalah', 'masti', 'bingong', 'maklum', 'namanya', 'orang', 'kalah', 'bingong', 'strees', 'si', 'si', 'nac']",kalah masti bingong maklum nama orang kalah bingong strees si si nac,I'm very clutching the name of the name of the cliff of the stroke.
@Ndell01,"Heran kepingin amat jadi presiden,dah kalah2 aja mendingan ucapin sama yg menang",heran pengin amat jadi presidendah kalah2 saja mendingan mengucapkan sama yang menang,"['heran', 'pengin', 'amat', 'jadi', 'presidendah', 'kalah2', 'saja', 'mendingan', 'mengucapkan', 'sama', 'yang', 'menang']","['heran', 'pengin', 'presidendah', 'kalah2', 'mendingan', 'menang']",heran pengin presidendah kalah2 mending menang,surprised to want presidentndeum losing2 mending winning
@MuhamadGm,An anjjs  a  anjs peresjkden kndo  n tangkal perabowo gjnran jokowj,an anjjs a anjs peresjkden kndo n tangkal perabowo gjnran jokowj,"['an', 'anjjs', 'a', 'anjs', 'peresjkden', 'kndo', 'n', 'tangkal', 'perabowo', 'gjnran', 'jokowj']","['an', 'anjjs', 'a', 'anjs', 'peresjkden', 'kndo', 'n', 'tangkal', 'perabowo', 'gjnran', 'jokowj']",an anjjs a anjs peresjkden kndo n tangkal perabowo gjnran jokowj,an absent cleaning Kendend kendobang Kandal.
@MuhamadGm,Añjķis ankjs lletesiden jndo,ajis ankjs lletesiden jndo,"['ajis', 'ankjs', 'lletesiden', 'jndo']","['ajis', 'ankjs', 'lletesiden', 'jndo']",ajis ankjs lletesiden jndo,Ajis ankjs lletsiden jndo
@MuhamadGm,😮ajakan  anjs pereskdanjan  anjjs perskkden  aanjj,ajakan anjs pereskdanjan anjjs perskkden aanjj,"['ajakan', 'anjs', 'pereskdanjan', 'anjjs', 'perskkden', 'aanjj']","['ajakan', 'anjs', 'pereskdanjan', 'anjjs', 'perskkden', 'aanjj']",aja anjs pereskdanjan anjjs perskkden aanjj,AJA ANJS PERESKDANJAN ANJJS PERSKKKDEN AANJJ
@MuhamadGm,Tangkap jokkwj gkbran perabowo tNgkap  gannat menag dj sjl tra  anis petesjden jnsk,tangkap jokkwj gkbran perabowo tngkap gannat menag dj sjl tra anis petesjden jnsk,"['tangkap', 'jokkwj', 'gkbran', 'perabowo', 'tngkap', 'gannat', 'menag', 'dj', 'sjl', 'tra', 'anis', 'petesjden', 'jnsk']","['tangkap', 'jokkwj', 'gkbran', 'perabowo', 'tngkap', 'gannat', 'menag', 'dj', 'sjl', 'tra', 'anis', 'petesjden', 'jnsk']",tangkap jokkwj gkbran perabowo tngkap gannat menag dj sjl tra anis petesjden jnsk,catch jokkwj gkbran perabowo tngkap gannat minister dj sjl tra anis petesjden jnsk
@cosmasmidi2079,saya heran ya sakwan2 kita yang mebgikutti kompentisi pilpris ini ketika kalah tidakmerasa puas iniyang saya herankan seharus kita harus lapangdada cubalah kitaberpikir yanglebih baiklagi yang kalah bearti tidak di ingankan masyarakat yang menang maka Itulah pulihan masyarakat kita ya maaf kawan kalausaya salah,saya heran ya sakwan2 kita yang mebgikutti kompentisi pilpris ini ketika kalah tidakmerasa puas iniyang saya herankan seharus kita harus lapangdada cubalah kitaberpikir yanglebih baiklagi yang kalah bearti tidak di ingankan masyarakat yang menang maka itulah pulihan masyarakat kita ya maaf kawan kalausaya salah,"['saya', 'heran', 'ya', 'sakwan2', 'kita', 'yang', 'mebgikutti', 'kompentisi', 'pilpris', 'ini', 'ketika', 'kalah', 'tidakmerasa', 'puas', 'iniyang', 'saya', 'herankan', 'seharus', 'kita', 'harus', 'lapangdada', 'cubalah', 'kitaberpikir', 'yanglebih', 'baiklagi', 'yang', 'kalah', 'bearti', 'tidak', 'di', 'ingankan', 'masyarakat', 'yang', 'menang', 'maka', 'itulah', 'pulihan', 'masyarakat', 'kita', 'ya', 'maaf', 'kawan', 'kalausaya', 'salah']","['heran', 'sakwan2', 'mebgikutti', 'kompentisi', 'pilpris', 'kalah', 'tidakmerasa', 'puas', 'iniyang', 'herankan', 'seharus', 'lapangdada', 'cubalah', 'kitaberpikir', 'yanglebih', 'baiklagi', 'kalah', 'bearti', 'ingankan', 'masyarakat', 'menang', 'pulihan', 'masyarakat', 'maaf', 'kawan', 'kalausaya', 'salah']",heran sakwan2 mebgikutti kompentisi pilpris kalah tidakmerasa puas iniyang heran harus lapangdada cubalah kitaberpikir yanglebih baiklagi kalah bearti ingankan masyarakat menang pulih masyarakat maaf kawan kalausaya salah,"surprised Sakwan2 Following the Competence of Pilpris Losing Not Feeling Satisfied What is surprised to have to be a lap in the book Thinking which is better if you lose the community to win the community recovering the community sorry, friends"
@RoySitumorang-su4tm,Untut lembaga surpemu,untut lembaga surpemu,"['untut', 'lembaga', 'surpemu']","['untut', 'lembaga', 'surpemu']",untut lembaga surpemu,Untut the Board of Surpacu
@Csmframe,Curang ny dimana saya rakyat jawa antusias pilih 100% bpk prabowo gibran. Mau apa kalian apakalian tidak terima kekalahan. Kubu 01 dan kubu 03 jika ada pemilihan lagi pasti lebih tinggi dari angka yg di dapat 02  karna rakyat sudah pintar untk. memilih ingat itu.!!!,curang nya dimana saya rakyat jawa antusias pilih bpk prabowo gibran mau apa kalian apakalian tidak terima kekalahan kubu dan kubu jika ada pemilihan lagi pasti lebih tinggi dari angka yang di dapat karena rakyat sudah pintar untuk memilih ingat itu,"['curang', 'nya', 'dimana', 'saya', 'rakyat', 'jawa', 'antusias', 'pilih', 'bpk', 'prabowo', 'gibran', 'mau', 'apa', 'kalian', 'apakalian', 'tidak', 'terima', 'kekalahan', 'kubu', 'dan', 'kubu', 'jika', 'ada', 'pemilihan', 'lagi', 'pasti', 'lebih', 'tinggi', 'dari', 'angka', 'yang', 'di', 'dapat', 'karena', 'rakyat', 'sudah', 'pintar', 'untuk', 'memilih', 'ingat', 'itu']","['curang', 'nya', 'dimana', 'rakyat', 'jawa', 'antusias', 'pilih', 'bpk', 'prabowo', 'gibran', 'apakalian', 'terima', 'kekalahan', 'kubu', 'kubu', 'pemilihan', 'angka', 'rakyat', 'pintar', 'memilih']",curang nya mana rakyat jawa antusias pilih bpk prabowo gibran apakalian terima kalah kubu kubu pilih angka rakyat pintar pilih,"the cheating is where the people of Javanese are enthusiastic about choosing Mr. Prabowo Gibran, if you receive losing the stronghold, choose the numbers of the smart people, choose"
@ZhipoerMbf,Klu ada kecurangan kenapa harus nunggu selesai tinggal tidak terima hasil pemilu biar di afakan pemilu ulang beres biar gak lama lama,kalau ada kecurangan kenapa harus menunggu selesai tinggal tidak terima hasil pemilu biar di afakan pemilu ulang beres biar tidak lama lama,"['kalau', 'ada', 'kecurangan', 'kenapa', 'harus', 'menunggu', 'selesai', 'tinggal', 'tidak', 'terima', 'hasil', 'pemilu', 'biar', 'di', 'afakan', 'pemilu', 'ulang', 'beres', 'biar', 'tidak', 'lama', 'lama']","['kecurangan', 'menunggu', 'selesai', 'tinggal', 'terima', 'hasil', 'pemilu', 'biar', 'afakan', 'pemilu', 'ulang', 'beres', 'biar']",curang tunggu selesai tinggal terima hasil milu biar afakan milu ulang beres biar,Cheating Wait Complete Just Receive the results
@supriyantobinramelan4109,"Siapapun presidennya bisa buat makmur negri ini. Terutama  BBM murah  Sembako murah ,,,terus jgn menangani covid seperti yg sudah  membuat rakyat hancur sampai sekarang ,,,",siapapun presidennya bisa buat makmur negeri ini terutama bbm murah sembako murah terus jangan menangani covid seperti yang sudah membuat rakyat hancur sampai sekarang,"['siapapun', 'presidennya', 'bisa', 'buat', 'makmur', 'negeri', 'ini', 'terutama', 'bbm', 'murah', 'sembako', 'murah', 'terus', 'jangan', 'menangani', 'covid', 'seperti', 'yang', 'sudah', 'membuat', 'rakyat', 'hancur', 'sampai', 'sekarang']","['presidennya', 'makmur', 'negeri', 'bbm', 'murah', 'sembako', 'murah', 'menangani', 'covid', 'rakyat', 'hancur']",presiden makmur negeri bbm murah sembako murah tangan covid rakyat hancur,President of Makmur Negeri Negeri BBM Cheap Cheap Groceries Hand Covid Rakyat Destroyed
@iosghiims5861,"mafhum kita ketahui, seseorang selalu akan berbicara sesuai kepentingannya,itu normal.pemilihan kata dan intonasi digunakan untuk mempengaruhi pikiran orang meskipun orang yg JD target kebanyakan juga SDH paham tujuann si pembicara,,,itu normal kita ketahui bersama.,JD seru aja jika melihat ekspresi seseorang berbicara membuat alasan dgn intonasinya.😁",mafhum kita ketahui seseorang selalu akan berbicara sesuai kepentingannyaitu normal pemilihan kata dan intonasi digunakan untuk mempengaruhi pikiran orang meskipun orang yang jadi target kebanyakan juga sudah paham tujuann sih pembicaraitu normal kita ketahui bersama jadi seru saja jika melihat ekspresi seseorang berbicara membuat alasan dengan intonasinya,"['mafhum', 'kita', 'ketahui', 'seseorang', 'selalu', 'akan', 'berbicara', 'sesuai', 'kepentingannyaitu', 'normal', 'pemilihan', 'kata', 'dan', 'intonasi', 'digunakan', 'untuk', 'mempengaruhi', 'pikiran', 'orang', 'meskipun', 'orang', 'yang', 'jadi', 'target', 'kebanyakan', 'juga', 'sudah', 'paham', 'tujuann', 'sih', 'pembicaraitu', 'normal', 'kita', 'ketahui', 'bersama', 'jadi', 'seru', 'saja', 'jika', 'melihat', 'ekspresi', 'seseorang', 'berbicara', 'membuat', 'alasan', 'dengan', 'intonasinya']","['mafhum', 'ketahui', 'berbicara', 'sesuai', 'kepentingannyaitu', 'normal', 'pemilihan', 'intonasi', 'mempengaruhi', 'pikiran', 'orang', 'orang', 'target', 'kebanyakan', 'paham', 'tujuann', 'sih', 'pembicaraitu', 'normal', 'ketahui', 'seru', 'ekspresi', 'berbicara', 'alasan', 'intonasinya']",mafhum tahu bicara sesuai kepentingannyaitu normal pilih intonasi pengaruh pikir orang orang target banyak paham tujuann sih pembicaraitu normal tahu seru ekspresi bicara alas intonasi,"Mafhum knows talking according to its interests, choose the intonation of the influence of the thought of the target of the target, a lot of understanding the purpose is normal, knowing the excrement"
@AliMasud-ng3tv,Klo gk siap kalah jangan nyapres laaah (01),kalau tidak siap kalah jangan nyapres laaah,"['kalau', 'tidak', 'siap', 'kalah', 'jangan', 'nyapres', 'laaah']","['kalah', 'nyapres', 'laaah']",kalah nyapres laaah,Lose Nyapres laaah
@Jufridjafar-c3s,Orang yg tidak mau menerima kekalahan maka orang trsbt todak cocok d jadikan pemimpin baik pemimpin negara juga Agama titik,orang yang tidak mau menerima kekalahan maka orang trsbt todak cocok di jadikan pemimpin baik pemimpin negara juga agama titik,"['orang', 'yang', 'tidak', 'mau', 'menerima', 'kekalahan', 'maka', 'orang', 'trsbt', 'todak', 'cocok', 'di', 'jadikan', 'pemimpin', 'baik', 'pemimpin', 'negara', 'juga', 'agama', 'titik']","['orang', 'menerima', 'kekalahan', 'orang', 'trsbt', 'todak', 'cocok', 'jadikan', 'pemimpin', 'pemimpin', 'negara', 'agama', 'titik']",orang terima kalah orang trsbt todak cocok jadi pimpin pimpin negara agama titik,people accept losing people to be suitable to be the leader of the religious state point
@fithriya_tsabita1,Kondisi saat ini dalam perekonomian Indonesia memberikan sinyal positif pada inflasi (5)😢,kondisi saat ini dalam perekonomian indonesia memberikan sinyal positif pada inflasi,"['kondisi', 'saat', 'ini', 'dalam', 'perekonomian', 'indonesia', 'memberikan', 'sinyal', 'positif', 'pada', 'inflasi']","['kondisi', 'perekonomian', 'indonesia', 'sinyal', 'positif', 'inflasi']",kondisi ekonomi indonesia sinyal positif inflasi,Indonesian economic conditions positive signal inflation
@PujiPku-wo2eo,Periksa ketua kpu yg mempermsin kn suara rakyat,periksa ketua kpu yang mempermsin kan suara rakyat,"['periksa', 'ketua', 'kpu', 'yang', 'mempermsin', 'kan', 'suara', 'rakyat']","['periksa', 'ketua', 'kpu', 'mempermsin', 'suara', 'rakyat']",periksa ketua kpu mempermsin suara rakyat,Check the KPU Chairperson to make the votes of the people
@ahongkoza3356,Saya rakyat Indonesia dari Indramayu dengan hati yang ikhlas memilih no 2,saya rakyat indonesia dari indramayu dengan hati yang ikhlas memilih no,"['saya', 'rakyat', 'indonesia', 'dari', 'indramayu', 'dengan', 'hati', 'yang', 'ikhlas', 'memilih', 'no']","['rakyat', 'indonesia', 'indramayu', 'hati', 'ikhlas', 'memilih', 'no']",rakyat indonesia indramayu hati ikhlas pilih no,The people of Indonesia Indramayu Hati sincerely choose NO
@hermawan776,Lanjut kan program ikn demi kemajuan indonesia di mata dunia,lanjut kan program ikn demi kemajuan indonesia di mata dunia,"['lanjut', 'kan', 'program', 'ikn', 'demi', 'kemajuan', 'indonesia', 'di', 'mata', 'dunia']","['program', 'ikn', 'kemajuan', 'indonesia', 'mata', 'dunia']",program ikn maju indonesia mata dunia,IKN Advanced Indonesia Mata World Program
@AbertNego-l1p,Ah ! Kalaopun g pemilu Bansos itu memang ada kan ?.,ah kalaopun tidak pemilu bansos itu memang ada kan,"['ah', 'kalaopun', 'tidak', 'pemilu', 'bansos', 'itu', 'memang', 'ada', 'kan']","['ah', 'kalaopun', 'pemilu', 'bansos']",ah kalaopun milu bansos,ad during the milestone
@nursyam3196,Emang klau kita berkompetisi harus ad yg menang ad g kalah tp yg kalah selalu g terima itulah manusia tdk ad kepuasan,memang kalau kita berkompetisi harus ada yang menang ada tidak kalah tapi yang kalah selalu tidak terima itulah manusia tidak ada kepuasan,"['memang', 'kalau', 'kita', 'berkompetisi', 'harus', 'ada', 'yang', 'menang', 'ada', 'tidak', 'kalah', 'tapi', 'yang', 'kalah', 'selalu', 'tidak', 'terima', 'itulah', 'manusia', 'tidak', 'ada', 'kepuasan']","['berkompetisi', 'menang', 'kalah', 'kalah', 'terima', 'manusia', 'kepuasan']",kompetisi menang kalah kalah terima manusia puas,Winning Competition Lose Lose Receive Human Satisfied
@TiaTiara-o4w,Sekarang rakyat indonesia sudah cerdas kebanyakan memilih peresiden bpk prabowo termasuk saya yg memilih 02 astung kare orang bali bilang atau bersukur  pak prabowo menag mutlak salam sehat sy orang bali yg merantau kelampung,sekarang rakyat indonesia sudah cerdas kebanyakan memilih peresiden bpk prabowo termasuk saya yang memilih astung kare orang bali bilang atau bersukur pak prabowo menag mutlak salam sehat saya orang bali yang merantau kelampung,"['sekarang', 'rakyat', 'indonesia', 'sudah', 'cerdas', 'kebanyakan', 'memilih', 'peresiden', 'bpk', 'prabowo', 'termasuk', 'saya', 'yang', 'memilih', 'astung', 'kare', 'orang', 'bali', 'bilang', 'atau', 'bersukur', 'pak', 'prabowo', 'menag', 'mutlak', 'salam', 'sehat', 'saya', 'orang', 'bali', 'yang', 'merantau', 'kelampung']","['rakyat', 'indonesia', 'cerdas', 'kebanyakan', 'memilih', 'peresiden', 'bpk', 'prabowo', 'memilih', 'astung', 'kare', 'orang', 'bali', 'bilang', 'bersukur', 'prabowo', 'menag', 'mutlak', 'salam', 'sehat', 'orang', 'bali', 'merantau', 'kelampung']",rakyat indonesia cerdas banyak pilih residen bpk prabowo pilih astung kare orang bal bilang bersukur prabowo menag mutlak salam sehat orang bal rantau lampung,Indonesian people are smart to choose many resident BPK Prabowo Choose Astung Kare people say Prabowo is grateful for the absolute Salam Healthy Salam Bal Rantau Lampung
