Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@Yaasiin.aburaas,HARGEYSA,hargeysa,Hargeisa,0.0,neutral
@Yaasiin.aburaas,Ok,ok,ok,0.5,positive
@EdiYahoo-qq5hm,"Ngak ada mendisik ii kerso, Prabowo memang menang tlak, dia memang berpihak ke masyarakat",mendisik ii kerso prabowo menang tlak pihak masyarakat,Mendisi II Kerso Prabowo won the community side,0.0,neutral
@EdiYahoo-qq5hm,"Semoga lapang dada, karna kemenangan pak Prabowo, itu kehendak masyarakat, yg memilih rakyat Indonesia,",moga lapang dada menang prabowo hendak masyarakat pilih rakyat indonesia,I hope that Prabowo wins the people to choose the people of Indonesia,0.3,positive
@LanaMulana-y8t,Aku tiap pilihan presiden gak pernah milih lain milik Prabowo,pilih presiden pilih milik prabowo,Choose the President Choose Prabowo's,0.0,neutral
@ArioSunaryo-h7i,Semoga pa Prabowo selalu sehat sepanjang menjadi pemimpin.Prabowo menang Rakyat senang.😂🙏,moga prabowo sehat pimpin prabowo menang rakyat senang,"I hope Prabowo is healthy, led Prabowo to win the people happy",0.7000000000000001,positive
@rumiatitukiyo7935,"Sudah saya ramalkan dengan hasil survey2  berdasarkan hasil di jatim 70% an dan jateng 50%an...Prabowo Gibran dari hasil survey disimpulkan 2 propinsi sebagai kunci keberhasilan 50%+70% = 120% : 2 = 60% an untuk pasangan PRABOWO GIBRAN.,🙏💪🏽👍",ramal hasil survey2 dasar hasil jatim an jateng an prabowo gibran hasil survey simpul propinsi kunci hasil an pasang prabowo gibran,Ramal Survey2 Basic Results of East Java and Prabowo Gibran Results,0.0,neutral
@ibunda085,Allah ngak rindho kalau orang jujur di dholimmi,allah rindho orang jujur dholimmi,Allah Rindho Honest Dholimmi,0.6,positive
@ErdanSuanto,Smoga pak prabowo gibran menang ✌✌✌,moga prabowo gibran menang,I hope Prabowo Gibran wins,0.3,positive
@YanihYanih-z5p,Terima kekalaha. Dengan baik,terima kekalaha,accept defeat,0.0,neutral
@Sam-db1fe,Sebagi WNI yg punya jiwa demokrasi harusxx legowo bila kalah atw menang....gak usahlah banyak kalimat kalimat pincang...org bodohpun bisa tau bhw ambisi  dn ego bisa nampak melalui ucapan ucapan ..😂😂,bagi wni jiwa demokrasi harusxx legowo kalah menang usah kalimat kalimat pincang orang bodoh tau ambisi ego tampak ucap ucap,"For Indonesian citizens, the spirit of democracy must be legowo losing to win, the sentence is a limp sentence, a fool or the ambition of the ego seems to say a word",0.30000000000000004,positive
@SugimantoAjah,Karena Rakyat dah tau bapak iku calon cari yg tegas dah kaya semua Rakyat gitu gak ada koropsi lur,rakyat tau iku calon cari kayak rakyat koropsi lur,People know that candidates are looking for like the people of the coropsy,0.0,neutral
@Fadli-q2b,"Siapapun yg jdi prisiden bagi sya gak masalah,,,yg penting amanah lahirbatin nya",prisiden masalahyg amanah lahirbatin,Prisites of Trust Trust Birthbatin,0.0,neutral
@ijaljal2530,Klo ad orng curang  biar di azap sama allah.. Macharakat amin aj..,orang curang biar azap allah macharakat amin,cheating people let Allah be the romance of Amin,0.0,neutral
@susantosanto5826,"Yg terpenting justru rakyat jelata  , bukan politisi , bukan mahasiswa , bukan elit  kalau nggak ada rakyat jelata yg buanyak itu buat apa politisi ,mahasiswa,elit politik. Mau jalan sendiri?",penting rakyat jelata politis mahasiswa elit rakyat jelata buanyak politis mahasiswaelit politik jalan,"It is important that the political people of the political elite students of the people of the people are political, the political students are",0.08,positive
@suarnomar9494,Itu udah biasa yang kalah pasti cemas yang menang pasti bahagia lah.gitu ko heran sij,kalah cemas menang bahagia heran sij,Lose anxiously Winning Happy Wonder Sij,0.65,positive
@SilviaMariavita,Alhamdulillah selamat pak saya selalu mendukung mu pak 🎉🎉🎉,alhamdulillah selamat dukung mu,"Alhamdulillah, congratulations on your support",0.0,neutral
@mimirano3948,"Suda lumra dan Suda biyasa setiyap ada pemiluan ,pasti yg kalah selalu bilang ya Ada ke curangan ,bukan Kali ini Saja ,dulu ke pah Jokowi juga gitu bilang ya curang Ini itu",lumra biyasa setiyap milu kalah bilang curang kali pah jokowi bilang curang,Malura biyasa miu lost counting cheats,0.0,neutral
@warnitawarita-tx6bz,Ngomong opo kue wis kalah ngakune menang bercermin dong ANGEL TUTURANE,omong opo kue wis kalah ngakune menang cermin angel tuturane,Talk cake has been losing the winning mirror,0.5,positive
@safingi1185,tidak ada kecurangan semuwa disak sikan ada aparat pulisi smuwaya lengkap,curang semuwa sak sikan aparat pulisi smuwaya lengkap,Cheating all the complete Pulisi Pulisi Saki Saki,0.1,positive
@markusmkw6903,Titip pesan Kepada Prabowo kalau sudah menang jangan membunuh Rakyat Wets Papua jangan pakai sistem ORDE Lama atau sistem Sueharto ya ? Pa,titip pesan prabowo menang bunuh rakyat wets papua pakai sistem orde sistem sueharto,Leave Prabowo's message to kill the people of Papua weaps using the Suharto system order system,0.0,neutral
@user-xq7zq2jy8g,PPRREETT ..PREEEPPEEETT.......PPRREEEETT....PPRREEEPPEEEETTT.      MUNAAFFIIIKKK.  LLIIICCIIIKK.   MMEENNJIIIJIIIKKAANN,pprreett preeeppeeett pprreeeett pprreeeppeeeettt munaaffiiikkk lliiicciiikk mmeennjiiijiiikkaann,pprrett pprreetett pprreeeetett pprreeepeettt munanjiijiikkaannn,0.0,neutral
@Kuswan-t5o,klau saya bisa nasihati curang atau tidak derajat para partai sama semua sebatas menghalalkan segala cara ngoceh sana sini.udh cape rakyatbsebatas d ajak2...,nasihat curang derajat partai batas halal oceh capek rakyatbsebatas ajak2,cheating advice degrees of halal border parties,0.0,neutral
@kembarselian4382,Masalah kalah &amp; menang tdk Ada masalah yg Jelas perjalanan demokrasi berjalan dgn baik adil &amp; jujur.,kalah menang jalan demokrasi jalan adil jujur,"Lose winning the way of democracy, the path of fair honesty",0.6,positive
@Kuswan-t5o,"cuma orng2 haus kekuasaan yg tidak menerima kekalahan,uang abis banyak....jaman udah tau setidaknya jika meremehkan kepercayaan rakyat kalian tanggung akibatnya allah akan memberi cara untuk orng yg d dzolimi ngakuanya ngebela rakyat malah ngumpulin uang rakyat...",orng2 haus kuasa terima kekalahanuang habis jaman tau remeh percaya rakyat tanggung akibat allah orang dzolimi ngakuanya bela rakyat ngumpulin uang rakyat,"people who are hungry for the power to accept the defeat of the era of the time to know the trivial trust of the people's responsibility due to the dzolimi people, they will be defending the people to collect people's money",-0.125,negative
@Kuswan-t5o,maaf bang orng politikus sebatas haus kekuasan jika kalian ingin usaha yg jelas tinggal merapatkan barisan jangan buat kegaduhan udah jelas surat suara pasti d kawal ketat setidaknya kita saling memaapkan.entar ketinggalan udah tau uang kalian abis banyak.,maaf abang orang politikus batas haus kuas usaha tinggal rapat baris gaduh surat suara kawal ketat memaapkan entar tinggal tau uang habis,"Sorry, the Brother Politician Thirsty Border Border Live Meeting Rowing Line Ballot Letter Kawal Tight Preparing",-0.18073593073593075,negative
@jjjjj972,Bosses uang saya rp 500 bisa di rubah menjadi rp 5000000 tuta ga.  <br>Kpu kan jago merubah angka 👍👍👍👍👍👍👍,bosses uang rp rubah rp tuta kpu jago rubah angka,bosses money Rp. Rp. Rp.,0.0,neutral
@akungoogle9125,Siapapun yg memimpin klo cuma sndrian tak kan mmpu.,pimpin sndrian mmpu,Sndrian MMPU leader,0.0,neutral
@jjjjj972,Hoax,hoax,hoax,0.0,neutral
@puryantopuryanto4273,Artinya kubu 01 apapun keputusan KPU tetap bikin Gaduh......sampai 01 menang?? Inilah Perubahan isi kepala dirubah ke Dengkul,kubu apa putus kpu bikin gaduh menang ubah isi kepala rubah dengkul,What camps broke the KPU made noise to win the contents of the knee -fox head,0.8,positive
@praptowiyono2556,Masalah bansos dicurah bagi rakyat itu hak negara buat rakyat jokowi itu sayang rakyat,bansos curah rakyat hak negara rakyat jokowi sayang rakyat,Social Social Association of People's Rights of the People's State Jokowi love the people,0.18888888888888888,positive
@praptowiyono2556,Pemilu daripak harto sampe sekarang gak ada jordelnya itu cuman sifat orang kalah RAKYATMU sudah pintar semua mileh dari hati maseng maseng,milu daripak harto jordelnya cuman sifat orang kalah rakyat pintar mileh hati maseng maseng,Milu from Harto Jordel's only the nature of people losing the people of smart people miles miles maseng maseng,0.10714285714285714,positive
@praptowiyono2556,Rakyat solo sayang pada gibran jadi walikota di solo bangunan sangat berubah solo taon yang lalu sama sekarang jaoh banget boktinya,rakyat solo sayang gibran walikota solo bangun ubah solo jaoh banget boktinya,People Solo dear Gibran Mayor Solo Wake up to change solo jaoh banget,0.0,neutral
@arifjenggot1244,"Klk kalah2 aja MASZE, RAKYAT sudah terlampau kecewa dengan PDI P dari segala hal yg notabene rakyat kecil yg semakin tergencet oleh kebijakan dan kebusukan anggota PDI P yg ada d dalam Parlemen pemerintahan. Sekarang saat nya membalas kubu PDI P dengan kemenangan PORORO.",kelak kalah2 masze rakyat lampau kecewa pdi p notabene rakyat gencet bijak busuk anggota pdi p parlemen perintah balas kubu pdi p menang pororo,later losing the people of the people of the past were disappointed PDI P in fact the people were incessant to be wise to rotten members of PDI P Parliament.,-0.07500000000000001,negative
@praptowiyono2556,Kalo paslon capres dancawapres gak percaya  capres cawapres satu dan tiga kelihatan gapercaya RAKYAT petugas TPS dansaksi capek sekali mengaman kan suwara TPS,paslon capres dancawapres percaya capres cawapres gapercaya rakyat tugas tps dansaksi capek kam suwara tps,Paslon Candidate Dancaw Vice President believes that the candidate for vice presidential candidates is trusted by the people's tasks and tiredness,0.0,neutral
@jarwanto3322,"Klo kalah ya kalah aja, gak usah bilang curang curang,",kalah kalah bilang curang curang,Losing said cheating cheating,0.0,neutral
@praptowiyono2556,Pemilu dari pak harto netizen baca semua mengandong cacat 50/ persen pilihan RAKYAT jangan bilang curang,milu harto netizen baca andong cacat persen pilih rakyat bilang curang,MILU HARTO NETIZEN READ ANDONG DISABLED PERSUMENTS The people say cheat,-0.2,negative
@praptowiyono2556,AYO bersat bangon negara jangan emosi bilang curang dan curang siapa yang menang itu untok negara,ayo bersat bangon negara emosi bilang curang curang menang untok negara,Let's go with the Emotional Country Country to Cheat Cheating for the country,0.0,neutral
@praptowiyono2556,Rakyamu yang tugas dikota dankampong yang dibawah sman saja para elit politik masih menghujat paslon  laen ayo sadar menang kalah itu biasa ayo bangon NEGARAMU,rakyamu tugas kota dankampong bawah sman elit politik hujat paslon ayo sadar menang kalah ayo bangon negara,"Rakyamu, the task of the city and the city under the political elite of the Paslon Paslon, let's realize the winnings, let's lose the country",0.0,neutral
@praptowiyono2556,Haros terima kasih rakyat yang jadi saksi masarakatmu capek loyang tugas di TPS,haros terima kasih rakyat saksi masarakatmu capek loyang tugas tps,Haros Thank you Rakyat Witnesses Your community is tired,-0.4,negative
@praptowiyono2556,Akar rumpotnya beberapa bulan ini orang dariPDI banyak yang menghina jokowi dan gibran masarakat pindah haluan ke paslon O 2 jokowi sudah baek lo,akar rumpotnya orang daripdi hina jokowi gibran masarakat pindah haluan paslon o jokowi lo,The root of the people from Hina Jokowi Gibran Masarakat Moving Paslon O Jokowi Lo,0.0,neutral
@HananChannel1212,3 x memilih pak Prabowo...2 x kalah..yg ke 3 nya jelas memang Pak Prabowo untuk Indonesia. No paslon 02 Menang Satu Putaran❤❤,kali pilih prabowo kali kalah prabowo indonesia no paslon menang putar,times select Prabowo Kali Lose Prabowo Indonesia No Paslon Winning to turn around,0.5,positive
@risalmartin3885,"iya kenapa jadi banyak fitnah atas kemenangan sementara Capres no. 2 , bahwa KPU banyak melakukan kecurangan kasian jajaran penyelenggara sudah banyak yg berkorbanan bahkan sampai ada yang meninggal Dunia semoga kalian disejajarkan dengan pengorbanan nya para Pahlawan Amin yaa Robbal Alaamiin",iya fitnah menang capres no kpu curang kasihan jajar selenggara korban tinggal dunia moga sejajar korban pahlawan amin robbal alaamiin,yes slander winning presidential candidate no.,0.5,positive
@floalfredo9980,"Ketika Pak Jokowi jadi Presiden, kadrun pada berani caci maki dan hina2 Presiden tp Pak Jokowi hanya legowo terima semuanya karena mungkin latar belakangnya adalah orang sipil. Tetapi kali ini Kadrun jangan main2 dengan Prabowo, berani caci maki dan hina simbol negara kalian akan berhadapan dengan Presiden yg latar belakangnya adalah seorang Militer yg sdh tentu jiwa Nasionalismenya teguh utk mempertahankan keutuhan NKRI.<br>Oleh karena itulah saya memilih Probowo sebagai Presiden NKRI periode 5 Tahun ke depan.",jokowi presiden kadrun berani caci maki hina2 presiden jokowi legowo terima latar belakang orang sipil kali kadrun prabowo berani caci maki hina simbol negara hadap presiden latar belakang militer jiwa nasionalisme teguh tahan utuh nkri pilih probowo presiden nkri periode,Jokowi President Kadrun dares to be insulting to the Hina2 President Jokowi Legowo Receives the background of civilians Kali Kadrun Prabowo dares to be insulting to the state symbol against the president of the military background of the nationalism of the nationalism.,-0.7000000000000001,negative
@AbdulRafiq-o9w,Paslon 02 menang karena curang.banyak bukti2 kecurangannya.mebanh Krn curang itu di nyatakan tidak sak berarti gugur otomatis Paslon 01 yg menang secara sah,paslon menang curang curang mebanh curang sak gugur otomatis paslon menang sah,Paslon Wins Cheating Cheating Cheating Sak Sak automatically Flip Paslon Winning Legal,0.3333333333333333,positive
@mhdiqbal471,Hormati masyarakat Indonesia memilih.sebab negara demokrasi memberikan kesempatan kepada seluruh masyarakat memilih.ada yang memilih partai namun memilih presiden yang tidak di dukung oleh partainya.jadi kita harus menerima kenyataan bahwa rakyat Indonesia cermat memilih presiden yang berkelanjutan .dari pada perubahan yang di janjikan,hormat masyarakat indonesia pilih negara demokrasi sempat masyarakat pilih pilih partai pilih presiden dukung partai terima nyata rakyat indonesia cermat pilih presiden lanjut ubah janji,respect that Indonesian people choose a democratic country.,0.0,neutral
@hayabuza_1995,Jangan sebut banson mulu dong dan yang gratis itu kami tidak pernah merasakan  tolong kedepan nya untuk presiden terpilih bapak prabowo turun kan harga barang supaya yg seperti kami kaya tidak  miskin juga tidak dan setiap hari kami mencari uang  hanya mencicil  hutang,banson mulu gratis rasa tolong depan presiden pilih prabowo turun harga barang kayak miskin cari uang cicil hutang,BANSON Mulu FREE RELIABLE Help ahead of the President Select Prabowo down the price of goods like poor looking for debt installments,-0.051851851851851864,negative
@mukinmukin5285,"Selamat pak Prabowo, Beliau berhasil mencontoh Jokowi dr sikapnya yg selalu dihina, orang2 sombong dan merasa benar ternyata kalah, itulah Tanda Kebesaran Alloh",selamat prabowo beliau hasil contoh jokowi sikap hina sombong kalah tanda besar allah,"Congratulations Prabowo, the results of Jokowi's example, the arrogant attitude is losing the great sign of Allah",0.8,positive
@agussukma8287,Menang karena curang,menang curang,win cheating,0.8,positive
@MBaja-qd2ip,Rakyat gak setujuu ituu😊,rakyat setujuu,People agree,0.0,neutral
@AyuwandiraAyu-fm1eh,02 pembohong curang kemenanganya,bohong curang kemenanganya,A cheat of his victory,0.0,neutral
@mesafatin1159,apa jadinya negara ini jika di tangan orang orang  pandai berburuk sangka begini...,negara tangan orang orang pandai buruk sangka,Country of the hands of the bad people thought,-0.6999999999999998,negative
@ibuku90,PDIP kalah sm.anis,pdip kalah anis,PDIP lost Anis,0.0,neutral
@jhoniturangan7183,"mantap,,",mantap,stable,0.0,neutral
@istianahspd1852,Alhamdulilah pak Prabowo ❤❤❤,alhamdulilah prabowo,Alhamdulilah Prabowo,0.0,neutral
@tesaraldani2954,Bukan masalah Ganjar jgn keliru ya tetapi pidatox Guntur pdwaktu Kampanyekan Ganjar bicarax ngeri sklitu masalahx BPK dan ibu,ganjar keliru pidatox guntur pdwaktu kampanye ganjar bicarax ngeri sklitu masalahx bpk,"Ganjar, mistaken Speechx Guntur, when the ganjar campaign is horrified by the problem",0.0,neutral
@ArifinCeluler100,Rayat RI ungulkan PDIP  bukan karena mmilh ibu mega karena menghormati pak sukano . Dn krn prabowo ugul krna jokowi msh d possi PDIP.,rayat ri ungulkan pdip mmilh mega hormat sukano prabowo ugul jokowi possi pdip,Rayat Riam Pdip MMILH MMILH Sincere Sukano Prabowo Ugul Jokowi Possi PDIP,0.5,positive
@ArifinCeluler100,Mf brow . Keblik brow bila blajar dri pak prabowo . Pak prabowo blajar dri kekalahan 2 x dri pak jokowi 2 preode .,maaf brow keblik brow ajar prabowo prabowo ajar kalah kali jokowi preode,sorry brow keblik brow teaching prabowo prabowo teaching loses jokowi preodes,-0.4,negative
@HerLena-nd1pu,"Kita satu nusa satu bangsa satu bahasa ,trima sja siapa yg jdi presiden ,klaw org itu terpilih berarti dia yg terbaik",nusa bangsa bahasa terima presiden klaw orang pilih baik,Nusa Nation Language Receives President Klaw People Choose Good,0.7,positive
